"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030510","GO:0030510","regulation of BMP signaling pathway","51/5716","118/18614",0.00268004719501462,0.0164748599081683,0.011322167781696,"ITGA3/FSTL4/HIPK2/FSTL3/CHRD/SMAD7/CHRDL1/SFRP1/ENG/DKK1/SMURF2/WNT5A/HES1/MSX2/TNFAIP6/KDR/TWSG1/SPART/NOTCH2/FST/SULF1/CTDSPL2/ACVRL1/PCSK6/GATA6/ARK2C/CCN1/DLX1/SFRP2/SCUBE3/GPC3/CER1/CRIM1/PELO/FZD1/NBL1/MICOS10-NBL1/MSX1/FSTL1/HTRA1/FBN1/ILK/RBPMS2/GREM1/SOX11/NOG/SKOR1/HES5/SMURF1/FOXD1/KCNQ1OT1",51
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","55/5716","129/18614",0.00269516626775704,0.0165361823489292,0.0113643109602692,"FLT4/TRAF1/HIPK2/SEMA3A/TRAF5/TGFB2/GADD45B/RASSF2/RIPK2/NOD1/LTBR/IL26/TPD52L1/SASH1/VEGFA/WNT5A/IL1A/STK25/GADD45A/SLAMF1/MMP8/CCN2/UNC5CL/IL1B/CCR7/TNFRSF19/TAOK3/TLR4/RIPK1/ARL6IP5/TIRAP/TNIK/SH3RF1/WNT7A/FZD7/GDF6/DUSP19/ZC3H12A/F2RL1/RELL2/IGFBP6/MAP4K2/SH3RF3/ZNF622/SPHK1/MTURN/RELL1/PLCB1/WNT7B/HMGB1/MAP3K5/STK39/MAP3K3/AGER/TNF",55
"GO:0042542","GO:0042542","response to hydrogen peroxide","55/5716","129/18614",0.00269516626775704,0.0165361823489292,0.0113643109602692,"BAD/FYN/HGF/BAK1/EDN1/MMP2/HMOX1/MAP1LC3A/PPP2CB/MET/EZH2/COL1A1/AREG/CRYAB/PDGFRB/ECT2/STK25/SDC1/TNFAIP3/NR4A3/TRAP1/KLF2/RNF112/PCNA/STK26/ANXA1/IL6/TXN/RIPK1/CYP1B1/TRPM2/RHOB/PINK1/CAPN2/PRKCD/CASP3/MAPK7/AXL/ADAM9/GPR37L1/CDK1/RELA/FOSL1/SPHK1/BNIP3/PAWR/ERN1/NQO1/HBA2/SRC/MAP3K5/SIRPA/ND6/AQP1/TXNIP",55
"GO:0046661","GO:0046661","male sex differentiation","69/5716","168/18614",0.0027175894236657,0.0166578646274266,0.0114479357789861,"HOXA11/MAMLD1/ARID4A/CTNNA1/KITLG/ASPM/TFAP2C/TGFB2/MSH2/PATZ1/BIK/SIX4/REC8/SFRP1/LHB/NUDT1/TGFBR1/GATA3/BMPR1A/CCND1/BMP5/PDGFRB/WNT5A/IL1A/SDC1/DHCR24/KIF18A/TNFSF10/ACVR2A/INHBA/SOX9/HOXD13/NASP/PDGFRA/CYP1B1/SCAPER/GATA6/LHX9/ADAM15/RAB13/TMF1/SFRP2/LHFPL2/ARID5B/FER/GFRA1/MMP14/ACE/INHBB/HMGB2/SGPL1/NKX3-1/ROR2/NR0B1/ZFPM2/BCL2L1/STAT5B/NUPR1/BOK/TEX19/WT1/SYCP2/AKR1C3/PDGFA/NTRK1/LGR4/ADGRG1/SCX/NCOA4",69
"GO:0044282","GO:0044282","small molecule catabolic process","145/5716","388/18614",0.00273365555732719,0.0167403859367751,0.0115046476487815,"BAD/MTMR7/ALDH3B1/AASS/DPEP1/HSD17B6/FUT8/CYP46A1/HEXB/ATP2B4/HAGH/OAT/ACADVL/ACACB/MCCC1/SYNJ2/ARG2/BCKDHB/NOS1/ADA2/CRAT/PRODH/MCAT/NTSR1/ABCD1/PLA2G15/MLYCD/QPRT/BCKDK/FAH/GCDH/HIBADH/NUDT1/PHYH/ENO3/BLMH/SULT1E1/AADAT/CPT1A/ALDH2/ENO2/ADTRP/PPARD/ALDH5A1/GLS/KYNU/KMO/HMGCL/ABCD4/ACAT2/ECHDC2/ACADS/NAGK/IDUA/PNKD/SRD5A3/TST/APOBEC3A/APOBEC3F/GAD1/APOE/IDO1/HACL1/RIDA/LPIN3/IMPA1/GLUL/NPL/CYP27A1/ALDH1L2/MTHFS/DBT/HADH/ETFBKMT/SDSL/SORD/CYP1A1/SLC16A3/PFKL/AKT1/ALDH1L1/CYP39A1/HNMT/QDPR/INPP1/TDO2/PFKM/DDAH1/HK1/TYSND1/HPD/ABHD3/CDA/HK2/ALDH4A1/HK3/ACOX1/ASRGL1/HAAO/BDH2/NOS3/CRYL1/NUDT5/ACAA2/NUDT8/ACOX2/CPT1C/DCXR/GLB1/KYAT1/RBKS/CYP4F11/FUT9/PCCA/MTLN/SHMT1/ACOT4/GLDC/APOBEC3B/SLC25A21/ABAT/UPP1/INPP5J/IRS2/PPARA/DPYD/AKR1C3/ACADSB/SULT1A1/ADA/SULT1A2/ENTPD7/AKR1B10/OXCT2/DDO/HEXA/SULT1A4/DDAH2/NUDT19/PLIN5/APOBEC3G/ACAD11/PDXP/APOBEC3C/BCKDHA",145
"GO:0042119","GO:0042119","neutrophil activation","22/5716","42/18614",0.00274362948720555,0.0167535969636578,0.0115137267829149,"GRN/TRAF3IP2/STXBP2/STXBP3/PREX1/CXCL6/ANXA1/ANXA3/IL18/ITGB2/PRKCD/IL15/F2RL1/SCNN1B/CXCL8/ITGAM/BCR/PLPP6/DNASE1/TNF/LILRA2/CCL5",22
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","22/5716","42/18614",0.00274362948720555,0.0167535969636578,0.0115137267829149,"PTGS2/EDN1/MMP8/PKD2/CLU/IL1B/ASL/KLF2/TICAM1/ASS1/P2RX4/AGT/KLF4/TLR4/AKT1/DDAH1/PTX3/SMAD3/CLEC7A/NOS1AP/DDAH2/TNF",22
"GO:0046688","GO:0046688","response to copper ion","22/5716","42/18614",0.00274362948720555,0.0167535969636578,0.0115137267829149,"MAP1LC3A/SOD3/IL1A/ATP7B/MT1G/MT2A/LOXL2/SORD/CYP1A1/SNCA/ATP7A/MT1B/MT1E/CDK1/PRNP/BACE1/MT1X/MT1H/MT1A/MT1M/LCAT/AQP1",22
"GO:0089718","GO:0089718","amino acid import across plasma membrane","26/5716","52/18614",0.00277695249599302,0.0169409910334299,0.0116425113134712,"SLC7A2/SLC38A5/ATP1A2/SLC1A3/PSEN1/NTSR1/SLC7A5/SLC1A1/SLC1A4/RGS2/RGS4/PER2/AGT/SLC38A4/SLC7A1/SLC47A1/ARL6IP5/SLC16A2/SLC43A1/ITGB1/SLC7A11/SLC7A3/SLC43A2/SLC6A9/SLC22A4/TNF",26
"GO:0090330","GO:0090330","regulation of platelet aggregation","17/5716","30/18614",0.00278461580360477,0.0169498422001075,0.0116485941812313,"CD9/CEACAM1/SH2B3/EMILIN2/IL6ST/SERPINE2/IL6/EMILIN1/MMRN1/UBASH3B/PRKCA/PRKCD/C1QTNF1/ABAT/PRKG1/MFSD2B/LYN",17
"GO:0097421","GO:0097421","liver regeneration","17/5716","30/18614",0.00278461580360477,0.0169498422001075,0.0116485941812313,"PTPN3/CPB2/HMOX1/SLC7A5/EZH2/VTN/CPT1A/CCND1/GLI1/GFER/PCNA/IL6/CEBPB/TYMS/PTCH1/SULF2/TNF",17
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","48/5716","110/18614",0.00278631154051534,0.0169498422001075,0.0116485941812313,"GAB2/TRAF3IP2/SPHK2/WDR1/STXBP2/IL4R/SNAP23/PLA2G3/HMOX1/CHGA/STX4/PIK3CG/RIGI/PTGDS/CLNK/STXBP3/NR4A3/IL13RA2/CXCL6/C3/ADGRE2/TICAM1/RAC2/GRP/IL6/STXBP1/ANXA3/FER/RABGEF1/ACE/SPON2/ITGB2/F2RL1/SCNN1B/ITGAM/ADORA2B/JAGN1/PIK3CD/GATA2/FES/BCR/S100A13/HLA-E/IGHG1/LAT/DNASE1/TICAM2/LYN",48
"GO:0031577","GO:0031577","spindle checkpoint signaling","24/5716","47/18614",0.00279377854077701,0.0169631690436225,0.011657752909082,"SPDL1/CHFR/NDC80/BIRC5/TTK/CENPF/DUSP1/ZWINT/XRCC3/CCNB1/CDCA8/USP44/CDK5RAP2/NUF2/INCENP/SPC25/BUB1B/SPC24/MAD2L1/PLK1/BUB1/HASPIN/AURKB/KNTC1",24
"GO:1900271","GO:1900271","regulation of long-term synaptic potentiation","24/5716","47/18614",0.00279377854077701,0.0169631690436225,0.011657752909082,"CYP46A1/SCGN/LGMN/ZDHHC2/PTN/EPHA4/APOE/ADCY8/NPTN/SQSTM1/NCSTN/ADORA1/NSG1/PRNP/CALB2/CHRNA7/AKAP5/SHISA7/PRKAR1B/RELN/MME/ARC/AGER/SHANK3",24
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","39/5716","86/18614",0.00294351148520063,0.0177549520167355,0.0122018971214301,"FUZ/GPC1/NGFR/NDST1/FGFR1/GATA3/SMOC2/FGF1/WNT5A/GALNT3/CCN2/TBX2/RUNX2/FLRT1/KL/SPRY2/FGFBP1/SULF1/THBS1/FGF5/IQGAP1/FGF18/NPTN/CREB3L1/FGFR4/SPRY1/OTX2/APLN/FGFBP3/FAM20C/SHISA2/EXT1/LRIT3/NOG/FLRT2/SPRY4/SULF2/TRIM71/MIR503",39
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","39/5716","86/18614",0.00294351148520063,0.0177549520167355,0.0122018971214301,"BAD/CFLAR/BRCA1/HGF/SP100/TNFRSF1A/ICAM1/HMOX1/STK4/TRADD/STX4/SFRP1/TNFRSF10A/SERPINE1/BMP5/TNFAIP3/LGALS3/NGF/FAIM2/TMBIM1/THBS1/BMPR1B/PMAIP1/SFRP2/ITPRIP/BAG3/FAIM/PEA15/ZDHHC3/HMGB2/NOS3/MOAP1/CRADD/BCL2L1/MAL/PIDD1/DAPK1/MIR221/TNF",39
"GO:0019915","GO:0019915","lipid storage","39/5716","86/18614",0.00294351148520063,0.0177549520167355,0.0122018971214301,"ABHD5/LDAF1/HEXB/SOAT1/DGAT2/ACACB/NFKBIA/PLIN3/PLA2G4C/CAV1/NFKB1/EHD1/CPT1A/APOA1/IL1B/C3/APOE/HILPDA/B4GALNT1/IL6/ITGAV/PLIN2/TTC39B/CDS1/ZC3H12A/ABCA1/ZFYVE1/STAT5B/LPL/NRIP1/PPARA/GM2A/ENPP1/CES1/HEXA/PLIN5/TNF/ITGB3/IKBKE",39
"GO:0032418","GO:0032418","lysosome localization","39/5716","86/18614",0.00294351148520063,0.0177549520167355,0.0122018971214301,"SPAG9/GAB2/SPHK2/STXBP2/IL4R/SNAP23/PLA2G3/HMOX1/MYH9/CHGA/RAB3A/PIK3CG/PTGDS/CLNK/NR4A3/FAM98A/IL13RA2/ADGRE2/RAC2/GRP/BLOC1S1/STXBP1/DEF8/SNAPIN/FER/RABGEF1/HPS6/BORCS7/NDEL1/ADORA2B/MAP6/PIK3CD/GATA2/FES/S100A13/BORCS6/LAT/PLEKHM1/LYN",39
"GO:0048041","GO:0048041","focal adhesion assembly","39/5716","86/18614",0.00294351148520063,0.0177549520167355,0.0122018971214301,"VCL/ROCK1/ACTN1/FERMT2/ACTN2/COL16A1/CTTN/SORBS1/NRP1/CORO2B/SFRP1/CORO1C/VEGFA/TEK/SDC4/MACF1/KDR/THSD1/TLN1/THBS1/ACVRL1/PHLDB2/PTPRJ/MMP14/ITGA2/DLC1/GREM1/SMAD3/DAPK3/LIMS1/RHOD/ACTG1/EFNA5/BCR/APOD/SRC/S100A10/STON1/FMN1",39
"GO:1901879","GO:1901879","regulation of protein depolymerization","39/5716","86/18614",0.00294351148520063,0.0177549520167355,0.0122018971214301,"SPAST/LIMA1/NAV3/SPTB/WDR1/ADD2/ACTN2/CAPZB/TRIOBP/SEMA5A/APC2/SPTBN1/DSTN/TMOD2/FGF13/MAP1S/MAP1B/NES/SWAP70/CKAP2/SPTBN5/TRIM54/KATNB1/GSN/EPS8/PLEKHH2/TMOD4/LMOD1/F2RL1/CFL2/HDGFL3/BMERB1/FLII/CIB1/SVIL/ASPH/CAPZA2/PDXP/TWF2",39
"GO:1990849","GO:1990849","vacuolar localization","39/5716","86/18614",0.00294351148520063,0.0177549520167355,0.0122018971214301,"SPAG9/GAB2/SPHK2/STXBP2/IL4R/SNAP23/PLA2G3/HMOX1/MYH9/CHGA/RAB3A/PIK3CG/PTGDS/CLNK/NR4A3/FAM98A/IL13RA2/ADGRE2/RAC2/GRP/BLOC1S1/STXBP1/DEF8/SNAPIN/FER/RABGEF1/HPS6/BORCS7/NDEL1/ADORA2B/MAP6/PIK3CD/GATA2/FES/S100A13/BORCS6/LAT/PLEKHM1/LYN",39
"GO:0071456","GO:0071456","cellular response to hypoxia","62/5716","149/18614",0.00302660180155634,0.0182390342867922,0.0125345773816737,"BAD/CFLAR/HIPK2/SIRT2/RORA/PTGS2/EDN1/HMOX1/HIF1A/E2F1/SUV39H1/SFRP1/NDRG1/CDKN1B/PPARD/VEGFA/SLC29A1/STC2/FAM162A/EPAS1/EPHA4/DNMT3A/EGR1/GNGT1/HILPDA/MDM2/MGARP/NOL3/GATA6/PMAIP1/CCNA2/HYOU1/PDK1/SUV39H2/DDAH1/FMN2/PINK1/STC1/LMNA/AK4/TERT/ATP7A/AQP3/STOX1/NKX3-1/ACAA2/VASN/FOS/PRKCE/KCNK3/PLK3/CD34/BNIP3/IRAK1/P4HB/ZFP36L1/SRC/ERO1A/CARD16/CPEB1/AQP1/MALAT1",62
"GO:0006268","GO:0006268","DNA unwinding involved in DNA replication","13/5716","21/18614",0.00305632339903828,0.018315153267303,0.0125868893208051,"RECQL/MCM2/CDC45/MCM5/GINS1/MCM4/TWNK/MCM3/GINS2/HMGA1/GINS4/MCM7/BLM",13
"GO:0006590","GO:0006590","thyroid hormone generation","13/5716","21/18614",0.00305632339903828,0.018315153267303,0.0125868893208051,"TG/CPQ/GATA3/SLC16A10/PAX8/MED1/CGA/DUOX1/SLCO1C1/DUOX2/SLC16A2/CTSB/DIO1",13
"GO:0009190","GO:0009190","cyclic nucleotide biosynthetic process","13/5716","21/18614",0.00305632339903828,0.018315153267303,0.0125868893208051,"GUCY1B1/GUCY2C/ADCY2/NPPB/ADCY7/ADCY4/GUCY1A2/ADCY8/NPR2/ADCY9/GUCY1A1/NPR1/ADCY6",13
"GO:0032305","GO:0032305","positive regulation of icosanoid secretion","13/5716","21/18614",0.00305632339903828,0.018315153267303,0.0125868893208051,"EDN1/P2RX7/PLA2G3/NTSR1/MAP2K6/IL1A/PLA2G4A/IL1B/P2RX4/TNFRSF11A/PTGES/PLA2R1/PLA2G6",13
"GO:0060252","GO:0060252","positive regulation of glial cell proliferation","13/5716","21/18614",0.00305632339903828,0.018315153267303,0.0125868893208051,"PRKCH/NTN1/TSPO/E2F1/SLC7A5/IL1B/IL6/VEGFC/PLAG1/PPP1CC/MIR221/TNF/LYN",13
"GO:0071498","GO:0071498","cellular response to fluid shear stress","13/5716","21/18614",0.00305632339903828,0.018315153267303,0.0125868893208051,"PTGS2/MEF2C/MMP2/TFPI2/PKD2/KLF2/ASS1/KLF4/MAP2K5/MAPK7/MTSS1/PLEC/SRC",13
"GO:0072175","GO:0072175","epithelial tube formation","58/5716","138/18614",0.00310140733418727,0.0185592787159521,0.0127546618727293,"FUZ/TEAD2/CELSR1/TGFB2/SIX4/HIF1A/STK4/SALL4/SFRP1/DVL1/GATA3/PFN1/FOLR1/BMP5/HAND1/NPHP3/WNT5A/WNT6/MTHFD1L/SDC4/SOX9/PAX8/VASP/SIX1/PODXL/IFT172/KIF20B/EGF/PRICKLE1/BBS4/BCL10/LMO4/OSR1/GDF7/SFRP2/ADM/ST14/FZD1/VANGL2/CASP3/DLC1/FZD6/CTHRC1/RET/SPINT1/GREM1/SPINT2/GDNF/LUZP1/PIK3CD/RARG/SOX11/FZD2/NOG/PTCH1/PLXNB2/HES5/TRIM71",58
"GO:0001893","GO:0001893","maternal placenta development","19/5716","35/18614",0.00310572066848592,0.0185592787159521,0.0127546618727293,"PRDM1/PTGS2/PTN/VDR/PPARD/STC2/SPP1/NDP/LIF/PARP2/AKT1/PARP1/STC1/TPPP3/CTSB/JUNB/STOX2/NR2F2/EPOR",19
"GO:0048048","GO:0048048","embryonic eye morphogenesis","19/5716","35/18614",0.00310572066848592,0.0185592787159521,0.0127546618727293,"HIPK2/RARB/WNT5A/EFEMP1/MFAP2/TBX2/TFAP2A/FOXF2/STRA6/IFT172/SIX3/FZD5/HIPK1/FBN1/RARG/SOX11/TH/ALDH1A3/MFAP5",19
"GO:0003179","GO:0003179","heart valve morphogenesis","29/5716","60/18614",0.00311847726308563,0.0186182068724611,0.0127951596055647,"SNAI2/ELN/TIE1/ROCK1/MEF2C/TGFB2/JAG1/GATA3/BMPR1A/ACVR1/SNAI1/SOX9/OLFM1/NFATC1/NOTCH2/MDM2/STRA6/EMILIN1/CCN1/TGFBR2/ADAMTS9/HEYL/HEY1/NOS3/AXIN2/EFNA1/ZFPM1/SCX/GJA5",29
"GO:0042246","GO:0042246","tissue regeneration","34/5716","73/18614",0.0031219859796843,0.0186218644242765,0.0127976732181571,"CFLAR/IFRD1/CD9/IGF1/KLF5/CPQ/PTN/EZH2/MDK/CD81/CDKN1B/PPARD/CDKN1A/PTPN12/NINJ1/LGR6/ANXA1/CCN3/ADAM15/IGFBP1/WNT7A/FZD7/RUNX1/TGFBR2/TM4SF4/GAP43/MYOZ1/ERBB4/SOX2/EYS/FZD9/APOD/EPPK1/MYMX",34
"GO:0055007","GO:0055007","cardiac muscle cell differentiation","54/5716","127/18614",0.0031414836263623,0.0187207967724834,0.0128656633954138,"ISL1/IGF1/MEF2A/RARB/ACTN2/EDN1/MEF2C/BMPR1A/DKK1/SOX6/BVES/VEGFA/TBX18/PDGFRB/ACVR1/FHL2/RGS2/RGS4/ADRA1A/OBSL1/PARP2/MYH11/PDGFRA/AGT/PRICKLE1/MYOCD/GATA6/ARRB2/SIK1/ITGB1/AKAP6/ADPRHL1/SORBS2/CXADR/FZD7/NRG1/ACTC1/G6PD/LMNA/SGCB/PDLIM5/MESP1/GREM1/SHOX2/CDK1/AKAP13/PLEC/CALR/NEB/WT1/PPARA/NRAP/DLL1/ALPK2",54
"GO:0010586","GO:0010586","miRNA metabolic process","43/5716","97/18614",0.00315153879627066,0.0187459708233306,0.0128829639872869,"NGFR/NFATC3/TGFB2/PDGFB/HIF1A/KLF5/GATA3/BMPR1A/NFKB1/PPARD/NR3C1/MYB/EGR1/SOX9/FOXA1/ETS1/KLF4/MYOCD/GATA6/EGFR/NFIB/ZC3H12A/TERT/SMAD3/STAT3/ATOH8/FOS/APLN/PRL/RELA/FOSL1/JUN/GATA2/WT1/PPARA/LIN28B/NCOR2/SND1/TRIM71/ZSWIM8/MIAT/TNF/KCNQ1OT1",43
"GO:0060993","GO:0060993","kidney morphogenesis","43/5716","97/18614",0.00315153879627066,0.0187459708233306,0.0128829639872869,"HOXA11/PKD1/WWTR1/SIX4/TMEM59L/GATA3/VEGFA/FGF1/PDGFRB/NPHP3/HES1/WNT6/PKD2/SOX9/PAX8/GZF1/WNK4/SIX1/LIF/HOXD11/LAMA5/AGT/FRAS1/OSR1/GPC3/KIF26B/ILK/GREM1/GDNF/NPNT/SIX2/BASP1/ERBB4/NOG/TACSTD2/WT1/PBX1/PTCH1/WNT7B/HES5/LGR4/FMN1/FOXD1",43
"GO:0051591","GO:0051591","response to cAMP","40/5716","89/18614",0.00319684883055583,0.0189979094089408,0.0130561060323703,"HSPA5/RAPGEF3/BCKDHB/HCN2/AQP8/PLAT/PIK3CG/AHR/COL1A1/AREG/RAPGEF2/BIRC2/IGFBP5/SDC1/PKD2/ITPR2/MMP19/RAP1B/VGF/ASS1/FDX1/DUOX1/CYP1B1/DUOX2/GATA6/HCN3/DGKQ/AKAP6/PPARGC1B/STC1/INHBB/FOS/FOSL1/PER1/PENK/WT1/ZFP36L1/PDE2A/SLC26A6/AQP1",40
"GO:0006584","GO:0006584","catecholamine metabolic process","27/5716","55/18614",0.00324164567220588,0.0191931691273331,0.0131902961441507,"SNCAIP/MOXD1/TGFB2/COMT/SLC1A1/GATA3/ALDH2/EPAS1/NPY/PDE1B/PNKD/GCH1/KL/SNCA/EDNRA/NR4A2/ITGB2/CHRNB2/ATP7A/NPR1/ITGAM/TH/ABAT/GRIN2A/SULT1A1/SULT1A2/SULT1A4",27
"GO:0009712","GO:0009712","catechol-containing compound metabolic process","27/5716","55/18614",0.00324164567220588,0.0191931691273331,0.0131902961441507,"SNCAIP/MOXD1/TGFB2/COMT/SLC1A1/GATA3/ALDH2/EPAS1/NPY/PDE1B/PNKD/GCH1/KL/SNCA/EDNRA/NR4A2/ITGB2/CHRNB2/ATP7A/NPR1/ITGAM/TH/ABAT/GRIN2A/SULT1A1/SULT1A2/SULT1A4",27
"GO:0010761","GO:0010761","fibroblast migration","27/5716","55/18614",0.00324164567220588,0.0191931691273331,0.0131902961441507,"FUT8/PDLIM1/ACTA2/NHERF1/CORO1C/SDC4/AKAP12/PRR5L/APPL2/CCN3/THBS1/PML/IQGAP1/AKT1/GNA12/ITGB1/ARID5B/FER/APPL1/CYGB/SGPL1/ILK/PRKCE/CD248/PLEC/AQP1/ITGB3",27
"GO:0031529","GO:0031529","ruffle organization","27/5716","55/18614",0.00324164567220588,0.0191931691273331,0.0131902961441507,"LIMA1/PFN2/CAV1/KANK1/PFN1/ABI3/TCIRG1/CORO1C/ARHGEF26/FAM98A/CCR7/AIF1L/EPS8L1/ARHGAP24/TPM1/DEF8/EPS8/INPPL1/ARF6/NDEL1/CSPG4/RHOG/EPS8L2/CSF1R/TACSTD2/PLEKHM1/STON1",27
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","21/5716","40/18614",0.00328163874182723,0.0193586578990358,0.0133040264975284,"PVR/STX7/PTPRC/P2RX7/ULBP1/ULBP2/ULBP3/MR1/RAET1L/CD1D/IL12A/RAET1G/TAP2/MICB/MICA/HLA-C/HLA-E/HLA-G/HLA-F/HLA-A/HLA-B",21
"GO:0009187","GO:0009187","cyclic nucleotide metabolic process","21/5716","40/18614",0.00328163874182723,0.0193586578990358,0.0133040264975284,"GUCY1B1/PDE4A/RORA/GUCY2C/ADCY2/PTHLH/PDE4C/NPPB/ADCY7/ADCY4/PDE5A/EPHA2/GUCY1A2/ADCY8/NPR2/ADCY9/GUCY1A1/NPR1/ADCY6/CACNB4/PDE2A",21
"GO:0071634","GO:0071634","regulation of transforming growth factor beta production","21/5716","40/18614",0.00328163874182723,0.0193586578990358,0.0133040264975284,"CX3CL1/LTBP1/PTGS2/TGFB2/HIF1A/FERMT1/LILRB1/ITGB8/BMPR1A/FN1/LRRC32/THBS1/ITGAV/LUM/FURIN/GATA6/SERPINB7/SMAD3/TNXB/CD34/CD24",21
"GO:1903524","GO:1903524","positive regulation of blood circulation","21/5716","40/18614",0.00328163874182723,0.0193586578990358,0.0133040264975284,"ATP1A2/ADRB1/EDN1/TGFB2/CHGA/SLC1A1/RGS2/RGS4/CCN2/ADRA1A/EDN2/ADM2/GCH1/TPM1/ADM/SCN3B/APLN/ADA/RYR2/ADM5/APELA",21
"GO:0002675","GO:0002675","positive regulation of acute inflammatory response","16/5716","28/18614",0.00329192259577809,0.0193837566766054,0.0133212753586624,"PTGER3/PTGS2/PIK3CG/IL1B/C3/CCR7/ALOX5AP/IL6ST/IL6/TNFRSF11A/OSMR/NPY5R/ZP3/C2CD4A/HLA-E/TNF",16
"GO:0003401","GO:0003401","axis elongation","16/5716","28/18614",0.00329192259577809,0.0193837566766054,0.0133212753586624,"SIX4/SFRP1/AREG/FGF1/WNT5A/RDH10/SOX9/MED1/SIX1/HOXD13/SPRY2/PRICKLE1/NKD1/SFRP2/SPRY1/MAGI2",16
"GO:0030833","GO:0030833","regulation of actin filament polymerization","55/5716","130/18614",0.00329522142543495,0.0193854288797317,0.0133224245620224,"BAIAP2L1/TENM1/TMSB10/ELN/CYFIP2/PFN2/SPTB/NCK2/ADD2/CAPZB/SSH1/CTTN/TRIOBP/COTL1/KANK1/PFN1/SPTBN1/NCKAP1L/VASP/CCR7/BAIAP2L2/TMOD2/SNX9/HIP1R/BIN1/SPTBN5/BBS4/SSH2/HAX1/RASA1/DAAM2/ARHGAP18/GSN/CDC42EP2/FER/EPS8/TMSB15A/TMSB15B/TMOD4/LMOD1/ARPC2/PRKCD/ARF6/PRKCE/SSH3/FLII/MYADM/SVIL/CYRIA/FCHSD1/CAPZA2/TMSB4X/TWF2/FMN1/TMSB15C",55
"GO:0048009","GO:0048009","insulin-like growth factor receptor signaling pathway","25/5716","50/18614",0.00332323882569476,0.0195323817634528,0.0134234163285544,"IGF1/MAPK1/BMP5/GHR/IGFBP2/IGFBP5/MAP2K5/CILP/IGF1R/IGFBP4/AKT1/IGFBP3/IGFBP1/CRIM1/ZFAND2B/SHC1/MYORG/INPPL1/NKX3-1/IGF2/IGFBP6/MAP2K1/EIF2AK3/PLCB1/IGF2R",25
"GO:0042987","GO:0042987","amyloid precursor protein catabolic process","32/5716","68/18614",0.00333545877405233,0.0195863012942068,0.0134604719379685,"IGF1/IFNGR1/ROCK1/PICALM/PSEN1/RTN4/EPHA4/DHCR24/CLU/RTN2/APOE/ADAM19/BIN1/ADAM10/APH1B/EFNA3/SLC2A13/NCSTN/CASP3/EFNA1/PRNP/RELA/HAP1/CHRNA7/SP1/GSAP/BACE1/AGER/CSNK1E/TNF/LYN/SPON1",32
"GO:0008584","GO:0008584","male gonad development","60/5716","144/18614",0.00337020180976188,0.0197722606174899,0.0135882704546488,"HOXA11/MAMLD1/ARID4A/CTNNA1/KITLG/ASPM/TFAP2C/TGFB2/MSH2/PATZ1/BIK/SIX4/REC8/SFRP1/LHB/NUDT1/TGFBR1/GATA3/CCND1/PDGFRB/WNT5A/IL1A/SDC1/KIF18A/TNFSF10/ACVR2A/INHBA/SOX9/NASP/PDGFRA/CYP1B1/SCAPER/GATA6/LHX9/ADAM15/RAB13/TMF1/SFRP2/ARID5B/FER/GFRA1/MMP14/ACE/INHBB/HMGB2/SGPL1/NKX3-1/NR0B1/ZFPM2/BCL2L1/NUPR1/BOK/TEX19/WT1/AKR1C3/PDGFA/NTRK1/ADGRG1/SCX/NCOA4",60
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","44/5716","100/18614",0.00337722593769784,0.0197773795805074,0.0135917884061504,"ISL1/POU2F2/CYBA/SPHK2/P2RX7/XBP1/RIPK2/NOD1/RIGI/UNC93B1/WNT5A/IL1A/IFIH1/TNFSF4/MMP8/EREG/IL1B/TICAM1/LBP/DHX9/IL6/TLR4/TLR2/BCL10/TIRAP/SPON2/IL6R/IL17RC/F2RL1/STAT3/ADORA2B/CLEC7A/IL17D/LPL/IL17RA/F2R/NLRP10/TMEM106A/HMGB1/IL1RAP/ARID5A/AGER/TNF/LILRA2",44
"GO:1901019","GO:1901019","regulation of calcium ion transmembrane transporter activity","44/5716","100/18614",0.00337722593769784,0.0197773795805074,0.0135917884061504,"EHD3/ATP1A2/CACNB1/GNB5/REM1/NOS1/JPH1/PPP3CB/CASQ2/PKD2/PPP3CC/AHNAK/HSPA2/STAC2/ATP1B1/CASQ1/CALM2/STAC/CAMK2D/ANK2/GSTO1/JPH2/AKAP6/JPH3/CABP1/C4orf3/CDK5/GEM/CACNB2/RRAD/STIM1/CACNB3/P2RY6/HAP1/AKAP5/CACNB4/PLA2G6/STAC3/TRDN/RYR2/CALM1/NOS1AP/DMD/GSTM2",44
